country,sector,winner,loser,rationale
Norway,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 98.6%) relative to coal power assets (Avg: 0.1%).
OECD members,Land Use & Agriculture,Agricultural Production,Forestry & Biodiversity,Spatial allocation heavily prioritizes food production (Avg: 37.8% of land) over standing forestry infrastructure (Avg: 32.5%).
OECD members,Energy Systems,Energy Security (Coal),Climate Mitigation (Renewables),Grid generation mix relies primarily on baseline coal (Avg: 37.5%) over renewable infrastructures (Avg: 21.4%).
Oman,Land Use & Agriculture,Agricultural Production,Forestry & Biodiversity,Spatial allocation heavily prioritizes food production (Avg: 3.8% of land) over standing forestry infrastructure (Avg: 0.0%).
Oman,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 0.1%) relative to coal power assets (Avg: 0.0%).
Other small states,Land Use & Agriculture,Forestry & Biodiversity,Agricultural Production,Ecosystem infrastructure dominates space (Avg: 28.0% forest cover) relative to agricultural developments (Avg: 26.7%).
Other small states,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 55.6%) relative to coal power assets (Avg: 15.9%).
Pacific island small states,Land Use & Agriculture,Forestry & Biodiversity,Agricultural Production,Ecosystem infrastructure dominates space (Avg: 67.2% forest cover) relative to agricultural developments (Avg: 10.7%).
Pacific island small states,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 39.6%) relative to coal power assets (Avg: 0.0%).
Pakistan,Land Use & Agriculture,Agricultural Production,Forestry & Biodiversity,Spatial allocation heavily prioritizes food production (Avg: 47.0% of land) over standing forestry infrastructure (Avg: 5.6%).
Pakistan,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 33.6%) relative to coal power assets (Avg: 3.0%).
Palau,Land Use & Agriculture,Forestry & Biodiversity,Agricultural Production,Ecosystem infrastructure dominates space (Avg: 87.2% forest cover) relative to agricultural developments (Avg: 9.3%).
Palau,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 1.4%) relative to coal power assets (Avg: 0.0%).
Panama,Land Use & Agriculture,Forestry & Biodiversity,Agricultural Production,Ecosystem infrastructure dominates space (Avg: 59.0% forest cover) relative to agricultural developments (Avg: 27.2%).
Panama,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 67.2%) relative to coal power assets (Avg: 2.1%).
Papua New Guinea,Land Use & Agriculture,Forestry & Biodiversity,Agricultural Production,Ecosystem infrastructure dominates space (Avg: 79.9% forest cover) relative to agricultural developments (Avg: 2.1%).
Papua New Guinea,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 40.0%) relative to coal power assets (Avg: 0.0%).
Paraguay,Land Use & Agriculture,Forestry & Biodiversity,Agricultural Production,Ecosystem infrastructure dominates space (Avg: 52.2% forest cover) relative to agricultural developments (Avg: 35.0%).
Paraguay,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 100.0%) relative to coal power assets (Avg: 0.0%).
Peru,Land Use & Agriculture,Forestry & Biodiversity,Agricultural Production,Ecosystem infrastructure dominates space (Avg: 58.1% forest cover) relative to agricultural developments (Avg: 16.9%).
Peru,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 68.5%) relative to coal power assets (Avg: 1.3%).
Philippines,Land Use & Agriculture,Agricultural Production,Forestry & Biodiversity,Spatial allocation heavily prioritizes food production (Avg: 35.8% of land) over standing forestry infrastructure (Avg: 24.2%).
Philippines,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 32.6%) relative to coal power assets (Avg: 31.6%).
Poland,Land Use & Agriculture,Agricultural Production,Forestry & Biodiversity,Spatial allocation heavily prioritizes food production (Avg: 57.9% of land) over standing forestry infrastructure (Avg: 30.1%).
Poland,Energy Systems,Energy Security (Coal),Climate Mitigation (Renewables),Grid generation mix relies primarily on baseline coal (Avg: 87.3%) over renewable infrastructures (Avg: 6.5%).
Portugal,Land Use & Agriculture,Agricultural Production,Forestry & Biodiversity,Spatial allocation heavily prioritizes food production (Avg: 42.3% of land) over standing forestry infrastructure (Avg: 36.1%).
Portugal,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 39.9%) relative to coal power assets (Avg: 27.1%).
Post-demographic dividend,Land Use & Agriculture,Agricultural Production,Forestry & Biodiversity,Spatial allocation heavily prioritizes food production (Avg: 37.2% of land) over standing forestry infrastructure (Avg: 31.8%).
Post-demographic dividend,Energy Systems,Energy Security (Coal),Climate Mitigation (Renewables),Grid generation mix relies primarily on baseline coal (Avg: 37.1%) over renewable infrastructures (Avg: 21.0%).
Pre-demographic dividend,Land Use & Agriculture,Agricultural Production,Forestry & Biodiversity,Spatial allocation heavily prioritizes food production (Avg: 37.1% of land) over standing forestry infrastructure (Avg: 29.7%).
Pre-demographic dividend,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 49.1%) relative to coal power assets (Avg: 0.4%).
Qatar,Land Use & Agriculture,Agricultural Production,Forestry & Biodiversity,Spatial allocation heavily prioritizes food production (Avg: 5.3% of land) over standing forestry infrastructure (Avg: 0.0%).
Qatar,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 0.1%) relative to coal power assets (Avg: 0.0%).
Romania,Land Use & Agriculture,Agricultural Production,Forestry & Biodiversity,Spatial allocation heavily prioritizes food production (Avg: 63.0% of land) over standing forestry infrastructure (Avg: 28.6%).
Romania,Energy Systems,Energy Security (Coal),Climate Mitigation (Renewables),Grid generation mix relies primarily on baseline coal (Avg: 32.0%) over renewable infrastructures (Avg: 31.4%).
Russian Federation,Land Use & Agriculture,Forestry & Biodiversity,Agricultural Production,Ecosystem infrastructure dominates space (Avg: 49.6% forest cover) relative to agricultural developments (Avg: 13.2%).
Russian Federation,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 17.9%) relative to coal power assets (Avg: 17.0%).
Rwanda,Land Use & Agriculture,Agricultural Production,Forestry & Biodiversity,Spatial allocation heavily prioritizes food production (Avg: 70.3% of land) over standing forestry infrastructure (Avg: 11.5%).
Rwanda,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 59.4%) relative to coal power assets (Avg: 1.4%).
Samoa,Land Use & Agriculture,Forestry & Biodiversity,Agricultural Production,Ecosystem infrastructure dominates space (Avg: 59.7% forest cover) relative to agricultural developments (Avg: 20.7%).
Samoa,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 40.9%) relative to coal power assets (Avg: 0.0%).
San Marino,Land Use & Agriculture,Agricultural Production,Forestry & Biodiversity,Spatial allocation heavily prioritizes food production (Avg: 19.5% of land) over standing forestry infrastructure (Avg: 16.7%).
Sao Tome and Principe,Land Use & Agriculture,Forestry & Biodiversity,Agricultural Production,Ecosystem infrastructure dominates space (Avg: 59.2% forest cover) relative to agricultural developments (Avg: 36.3%).
Sao Tome and Principe,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 48.4%) relative to coal power assets (Avg: 0.0%).
Saudi Arabia,Land Use & Agriculture,Agricultural Production,Forestry & Biodiversity,Spatial allocation heavily prioritizes food production (Avg: 60.4% of land) over standing forestry infrastructure (Avg: 0.5%).
Saudi Arabia,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 0.0%) relative to coal power assets (Avg: 0.0%).
Senegal,Land Use & Agriculture,Agricultural Production,Forestry & Biodiversity,Spatial allocation heavily prioritizes food production (Avg: 46.4% of land) over standing forestry infrastructure (Avg: 44.8%).
Senegal,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 3.0%) relative to coal power assets (Avg: 1.9%).
Serbia,Land Use & Agriculture,Agricultural Production,Forestry & Biodiversity,Spatial allocation heavily prioritizes food production (Avg: 40.3% of land) over standing forestry infrastructure (Avg: 31.1%).
Serbia,Energy Systems,Energy Security (Coal),Climate Mitigation (Renewables),Grid generation mix relies primarily on baseline coal (Avg: 67.8%) over renewable infrastructures (Avg: 31.3%).
Seychelles,Land Use & Agriculture,Forestry & Biodiversity,Agricultural Production,Ecosystem infrastructure dominates space (Avg: 73.3% forest cover) relative to agricultural developments (Avg: 8.7%).
Seychelles,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 1.1%) relative to coal power assets (Avg: 0.0%).
Sierra Leone,Land Use & Agriculture,Agricultural Production,Forestry & Biodiversity,Spatial allocation heavily prioritizes food production (Avg: 43.2% of land) over standing forestry infrastructure (Avg: 38.9%).
Sierra Leone,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 51.9%) relative to coal power assets (Avg: 0.0%).
Singapore,Land Use & Agriculture,Forestry & Biodiversity,Agricultural Production,Ecosystem infrastructure dominates space (Avg: 23.9% forest cover) relative to agricultural developments (Avg: 7.0%).
Singapore,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 3.0%) relative to coal power assets (Avg: 0.3%).
Slovak Republic,Land Use & Agriculture,Agricultural Production,Forestry & Biodiversity,Spatial allocation heavily prioritizes food production (Avg: 43.3% of land) over standing forestry infrastructure (Avg: 39.8%).
Slovak Republic,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 17.9%) relative to coal power assets (Avg: 17.9%).
Slovenia,Land Use & Agriculture,Forestry & Biodiversity,Agricultural Production,Ecosystem infrastructure dominates space (Avg: 61.3% forest cover) relative to agricultural developments (Avg: 28.0%).
Slovenia,Energy Systems,Energy Security (Coal),Climate Mitigation (Renewables),Grid generation mix relies primarily on baseline coal (Avg: 31.8%) over renewable infrastructures (Avg: 28.2%).
Small states,Land Use & Agriculture,Forestry & Biodiversity,Agricultural Production,Ecosystem infrastructure dominates space (Avg: 65.7% forest cover) relative to agricultural developments (Avg: 12.4%).
Small states,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 47.1%) relative to coal power assets (Avg: 12.5%).
Solomon Islands,Land Use & Agriculture,Forestry & Biodiversity,Agricultural Production,Ecosystem infrastructure dominates space (Avg: 90.5% forest cover) relative to agricultural developments (Avg: 2.8%).
Solomon Islands,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 4.3%) relative to coal power assets (Avg: 0.0%).
Somalia,Land Use & Agriculture,Agricultural Production,Forestry & Biodiversity,Spatial allocation heavily prioritizes food production (Avg: 70.2% of land) over standing forestry infrastructure (Avg: 11.2%).
Somalia,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 1.9%) relative to coal power assets (Avg: 0.0%).
South Africa,Land Use & Agriculture,Agricultural Production,Forestry & Biodiversity,Spatial allocation heavily prioritizes food production (Avg: 79.3% of land) over standing forestry infrastructure (Avg: 14.5%).
South Africa,Energy Systems,Energy Security (Coal),Climate Mitigation (Renewables),Grid generation mix relies primarily on baseline coal (Avg: 91.4%) over renewable infrastructures (Avg: 2.1%).
South Asia (IDA & IBRD),Land Use & Agriculture,Agricultural Production,Forestry & Biodiversity,Spatial allocation heavily prioritizes food production (Avg: 58.5% of land) over standing forestry infrastructure (Avg: 24.2%).
South Asia (IDA & IBRD),Energy Systems,Energy Security (Coal),Climate Mitigation (Renewables),Grid generation mix relies primarily on baseline coal (Avg: 62.0%) over renewable infrastructures (Avg: 23.6%).
South Sudan,Land Use & Agriculture,Agricultural Production,Forestry & Biodiversity,Spatial allocation heavily prioritizes food production (Avg: 44.8% of land) over standing forestry infrastructure (Avg: 11.3%).
South Sudan,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 0.1%) relative to coal power assets (Avg: 0.0%).
Spain,Land Use & Agriculture,Agricultural Production,Forestry & Biodiversity,Spatial allocation heavily prioritizes food production (Avg: 60.0% of land) over standing forestry infrastructure (Avg: 34.7%).
Spain,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 25.7%) relative to coal power assets (Avg: 23.1%).
Sri Lanka,Land Use & Agriculture,Agricultural Production,Forestry & Biodiversity,Spatial allocation heavily prioritizes food production (Avg: 38.5% of land) over standing forestry infrastructure (Avg: 34.7%).
Sri Lanka,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 54.9%) relative to coal power assets (Avg: 10.1%).
St. Kitts and Nevis,Land Use & Agriculture,Forestry & Biodiversity,Agricultural Production,Ecosystem infrastructure dominates space (Avg: 42.3% forest cover) relative to agricultural developments (Avg: 38.9%).
St. Kitts and Nevis,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 2.1%) relative to coal power assets (Avg: 0.0%).
St. Lucia,Land Use & Agriculture,Forestry & Biodiversity,Agricultural Production,Ecosystem infrastructure dominates space (Avg: 34.3% forest cover) relative to agricultural developments (Avg: 26.5%).
St. Lucia,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 0.6%) relative to coal power assets (Avg: 0.0%).
St. Vincent and the Grenadines,Land Use & Agriculture,Forestry & Biodiversity,Agricultural Production,Ecosystem infrastructure dominates space (Avg: 72.8% forest cover) relative to agricultural developments (Avg: 23.7%).
St. Vincent and the Grenadines,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 17.1%) relative to coal power assets (Avg: 0.0%).
Sub-Saharan Africa,Land Use & Agriculture,Agricultural Production,Forestry & Biodiversity,Spatial allocation heavily prioritizes food production (Avg: 39.6% of land) over standing forestry infrastructure (Avg: 30.0%).
Sub-Saharan Africa,Energy Systems,Energy Security (Coal),Climate Mitigation (Renewables),Grid generation mix relies primarily on baseline coal (Avg: 64.7%) over renewable infrastructures (Avg: 22.7%).
Sub-Saharan Africa (IDA & IBRD),Land Use & Agriculture,Agricultural Production,Forestry & Biodiversity,Spatial allocation heavily prioritizes food production (Avg: 39.6% of land) over standing forestry infrastructure (Avg: 30.0%).
Sub-Saharan Africa (IDA & IBRD),Energy Systems,Energy Security (Coal),Climate Mitigation (Renewables),Grid generation mix relies primarily on baseline coal (Avg: 64.7%) over renewable infrastructures (Avg: 22.7%).
Sub-Saharan Africa (excluding high income),Land Use & Agriculture,Agricultural Production,Forestry & Biodiversity,Spatial allocation heavily prioritizes food production (Avg: 39.8% of land) over standing forestry infrastructure (Avg: 30.6%).
Sub-Saharan Africa (excluding high income),Energy Systems,Energy Security (Coal),Climate Mitigation (Renewables),Grid generation mix relies primarily on baseline coal (Avg: 65.3%) over renewable infrastructures (Avg: 22.0%).
Sudan,Land Use & Agriculture,Agricultural Production,Forestry & Biodiversity,Spatial allocation heavily prioritizes food production (Avg: 60.0% of land) over standing forestry infrastructure (Avg: 10.1%).
Sudan,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 56.3%) relative to coal power assets (Avg: 0.0%).
Suriname,Land Use & Agriculture,Forestry & Biodiversity,Agricultural Production,Ecosystem infrastructure dominates space (Avg: 95.3% forest cover) relative to agricultural developments (Avg: 0.5%).
Suriname,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 52.3%) relative to coal power assets (Avg: 0.0%).
Sweden,Land Use & Agriculture,Forestry & Biodiversity,Agricultural Production,Ecosystem infrastructure dominates space (Avg: 68.9% forest cover) relative to agricultural developments (Avg: 8.4%).
Sweden,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 53.0%) relative to coal power assets (Avg: 1.4%).
Switzerland,Land Use & Agriculture,Agricultural Production,Forestry & Biodiversity,Spatial allocation heavily prioritizes food production (Avg: 40.5% of land) over standing forestry infrastructure (Avg: 30.8%).
Switzerland,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 58.2%) relative to coal power assets (Avg: 0.0%).
Syrian Arab Republic,Land Use & Agriculture,Agricultural Production,Forestry & Biodiversity,Spatial allocation heavily prioritizes food production (Avg: 75.9% of land) over standing forestry infrastructure (Avg: 2.5%).
Syrian Arab Republic,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 10.7%) relative to coal power assets (Avg: 0.0%).
Tajikistan,Land Use & Agriculture,Agricultural Production,Forestry & Biodiversity,Spatial allocation heavily prioritizes food production (Avg: 30.6% of land) over standing forestry infrastructure (Avg: 3.0%).
Tajikistan,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 97.4%) relative to coal power assets (Avg: 1.6%).
Tanzania,Land Use & Agriculture,Forestry & Biodiversity,Agricultural Production,Ecosystem infrastructure dominates space (Avg: 58.0% forest cover) relative to agricultural developments (Avg: 36.9%).
Tanzania,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 61.5%) relative to coal power assets (Avg: 1.2%).
Thailand,Land Use & Agriculture,Agricultural Production,Forestry & Biodiversity,Spatial allocation heavily prioritizes food production (Avg: 38.6% of land) over standing forestry infrastructure (Avg: 38.4%).
Thailand,Energy Systems,Energy Security (Coal),Climate Mitigation (Renewables),Grid generation mix relies primarily on baseline coal (Avg: 19.9%) over renewable infrastructures (Avg: 10.8%).
Timor-Leste,Land Use & Agriculture,Forestry & Biodiversity,Agricultural Production,Ecosystem infrastructure dominates space (Avg: 63.3% forest cover) relative to agricultural developments (Avg: 20.3%).
Timor-Leste,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 0.5%) relative to coal power assets (Avg: 0.0%).
Togo,Land Use & Agriculture,Agricultural Production,Forestry & Biodiversity,Spatial allocation heavily prioritizes food production (Avg: 60.8% of land) over standing forestry infrastructure (Avg: 23.2%).
Togo,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 56.2%) relative to coal power assets (Avg: 0.0%).
Tonga,Land Use & Agriculture,Agricultural Production,Forestry & Biodiversity,Spatial allocation heavily prioritizes food production (Avg: 44.8% of land) over standing forestry infrastructure (Avg: 12.4%).
Tonga,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 4.3%) relative to coal power assets (Avg: 0.0%).
Trinidad and Tobago,Land Use & Agriculture,Forestry & Biodiversity,Agricultural Production,Ecosystem infrastructure dominates space (Avg: 45.7% forest cover) relative to agricultural developments (Avg: 14.9%).
Trinidad and Tobago,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 0.3%) relative to coal power assets (Avg: 0.0%).
Tunisia,Land Use & Agriculture,Agricultural Production,Forestry & Biodiversity,Spatial allocation heavily prioritizes food production (Avg: 60.4% of land) over standing forestry infrastructure (Avg: 4.4%).
Tunisia,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 1.5%) relative to coal power assets (Avg: 0.0%).
Turkiye,Land Use & Agriculture,Agricultural Production,Forestry & Biodiversity,Spatial allocation heavily prioritizes food production (Avg: 50.3% of land) over standing forestry infrastructure (Avg: 27.1%).
Turkiye,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 31.4%) relative to coal power assets (Avg: 31.0%).
Turkmenistan,Land Use & Agriculture,Agricultural Production,Forestry & Biodiversity,Spatial allocation heavily prioritizes food production (Avg: 75.3% of land) over standing forestry infrastructure (Avg: 8.8%).
Turkmenistan,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 0.3%) relative to coal power assets (Avg: 0.0%).
Tuvalu,Land Use & Agriculture,Agricultural Production,Forestry & Biodiversity,Spatial allocation heavily prioritizes food production (Avg: 64.0% of land) over standing forestry infrastructure (Avg: 33.3%).
Tuvalu,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 6.5%) relative to coal power assets (Avg: 0.0%).
Uganda,Land Use & Agriculture,Agricultural Production,Forestry & Biodiversity,Spatial allocation heavily prioritizes food production (Avg: 60.1% of land) over standing forestry infrastructure (Avg: 14.6%).
Uganda,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 82.6%) relative to coal power assets (Avg: 0.0%).
Ukraine,Land Use & Agriculture,Agricultural Production,Forestry & Biodiversity,Spatial allocation heavily prioritizes food production (Avg: 71.6% of land) over standing forestry infrastructure (Avg: 16.5%).
Ukraine,Energy Systems,Energy Security (Coal),Climate Mitigation (Renewables),Grid generation mix relies primarily on baseline coal (Avg: 33.4%) over renewable infrastructures (Avg: 6.8%).
United Arab Emirates,Land Use & Agriculture,Agricultural Production,Forestry & Biodiversity,Spatial allocation heavily prioritizes food production (Avg: 4.6% of land) over standing forestry infrastructure (Avg: 4.3%).
United Arab Emirates,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 0.4%) relative to coal power assets (Avg: 0.1%).
United Kingdom,Land Use & Agriculture,Agricultural Production,Forestry & Biodiversity,Spatial allocation heavily prioritizes food production (Avg: 74.6% of land) over standing forestry infrastructure (Avg: 12.5%).
United Kingdom,Energy Systems,Energy Security (Coal),Climate Mitigation (Renewables),Grid generation mix relies primarily on baseline coal (Avg: 30.4%) over renewable infrastructures (Avg: 11.6%).
United States,Land Use & Agriculture,Agricultural Production,Forestry & Biodiversity,Spatial allocation heavily prioritizes food production (Avg: 46.3% of land) over standing forestry infrastructure (Avg: 33.5%).
United States,Energy Systems,Energy Security (Coal),Climate Mitigation (Renewables),Grid generation mix relies primarily on baseline coal (Avg: 42.9%) over renewable infrastructures (Avg: 11.9%).
Upper middle income,Land Use & Agriculture,Agricultural Production,Forestry & Biodiversity,Spatial allocation heavily prioritizes food production (Avg: 39.8% of land) over standing forestry infrastructure (Avg: 29.9%).
Upper middle income,Energy Systems,Energy Security (Coal),Climate Mitigation (Renewables),Grid generation mix relies primarily on baseline coal (Avg: 44.4%) over renewable infrastructures (Avg: 31.1%).
Uruguay,Land Use & Agriculture,Agricultural Production,Forestry & Biodiversity,Spatial allocation heavily prioritizes food production (Avg: 85.7% of land) over standing forestry infrastructure (Avg: 8.8%).
Uruguay,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 88.1%) relative to coal power assets (Avg: 0.0%).
Uzbekistan,Land Use & Agriculture,Agricultural Production,Forestry & Biodiversity,Spatial allocation heavily prioritizes food production (Avg: 60.8% of land) over standing forestry infrastructure (Avg: 7.4%).
Uzbekistan,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 13.9%) relative to coal power assets (Avg: 4.8%).
Vanuatu,Land Use & Agriculture,Forestry & Biodiversity,Agricultural Production,Ecosystem infrastructure dominates space (Avg: 36.3% forest cover) relative to agricultural developments (Avg: 12.5%).
Vanuatu,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 14.7%) relative to coal power assets (Avg: 0.0%).
"Venezuela, RB",Land Use & Agriculture,Forestry & Biodiversity,Agricultural Production,Ecosystem infrastructure dominates space (Avg: 54.9% forest cover) relative to agricultural developments (Avg: 23.9%).
"Venezuela, RB",Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 69.0%) relative to coal power assets (Avg: 0.0%).
Viet Nam,Land Use & Agriculture,Forestry & Biodiversity,Agricultural Production,Ecosystem infrastructure dominates space (Avg: 39.7% forest cover) relative to agricultural developments (Avg: 26.0%).
Viet Nam,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 48.7%) relative to coal power assets (Avg: 22.9%).
"Yemen, Rep.",Land Use & Agriculture,Agricultural Production,Forestry & Biodiversity,Spatial allocation heavily prioritizes food production (Avg: 44.5% of land) over standing forestry infrastructure (Avg: 1.0%).
"Yemen, Rep.",Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 2.6%) relative to coal power assets (Avg: 0.0%).
Zambia,Land Use & Agriculture,Forestry & Biodiversity,Agricultural Production,Ecosystem infrastructure dominates space (Avg: 62.5% forest cover) relative to agricultural developments (Avg: 28.9%).
Zambia,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 95.9%) relative to coal power assets (Avg: 2.1%).
Zimbabwe,Land Use & Agriculture,Forestry & Biodiversity,Agricultural Production,Ecosystem infrastructure dominates space (Avg: 46.8% forest cover) relative to agricultural developments (Avg: 34.5%).
Zimbabwe,Energy Systems,Climate Mitigation (Renewables),Energy Security (Coal),Renewable output assets dominate the grid matrix (Avg: 51.3%) relative to coal power assets (Avg: 48.9%).
